"博主ID","好友ID"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=612874"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=281238"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=203132"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=71964"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1370946",
"http://blog.sciencenet.cn/home.php?mod=space&uid=2899134","http://blog.sciencenet.cn/home.php?mod=space&uid=393259"
"http://blog.sciencenet.cn/home.php?mod=space&uid=2899134","http://blog.sciencenet.cn/home.php?mod=space&uid=267448"
"http://blog.sciencenet.cn/home.php?mod=space&uid=2899134","http://blog.sciencenet.cn/home.php?mod=space&uid=58729"
"http://blog.sciencenet.cn/home.php?mod=space&uid=554175","http://blog.sciencenet.cn/home.php?mod=space&uid=597729"
"http://blog.sciencenet.cn/home.php?mod=space&uid=554175","http://blog.sciencenet.cn/home.php?mod=space&uid=91685"
"http://blog.sciencenet.cn/home.php?mod=space&uid=554175","http://blog.sciencenet.cn/home.php?mod=space&uid=39359"
"http://blog.sciencenet.cn/home.php?mod=space&uid=554175","http://blog.sciencenet.cn/home.php?mod=space&uid=1350441"
"http://blog.sciencenet.cn/home.php?mod=space&uid=554175","http://blog.sciencenet.cn/home.php?mod=space&uid=434209"
"http://blog.sciencenet.cn/home.php?mod=space&uid=554175","http://blog.sciencenet.cn/home.php?mod=space&uid=434171"
